,company,count,time
22,nvidia,5,17-04-24T13:24:00Z
24,nvidia,3,17-04-24T13:25:00Z
24,nvidia,3,17-04-24T13:26:00Z
22,nvidia,6,17-04-24T13:27:00Z
23,nvidia,5,17-04-24T13:28:00Z
20,nvidia,1,17-04-24T13:29:00Z
20,nvidia,3,17-04-24T13:30:00Z
21,nvidia,1,17-04-24T13:31:00Z
24,nvidia,3,17-04-24T13:32:00Z
24,nvidia,4,17-04-24T13:33:00Z
23,nvidia,2,17-04-24T13:34:00Z
21,nvidia,2,17-04-24T13:36:00Z
23,nvidia,1,17-04-24T13:37:00Z
28,nvidia,4,17-04-24T13:38:00Z
27,nvidia,3,17-04-24T13:39:00Z
24,nvidia,2,17-04-24T13:40:00Z
23,nvidia,3,17-04-24T13:41:00Z
29,nvidia,4,17-04-24T13:42:00Z
20,nvidia,1,17-04-24T13:43:00Z
23,nvidia,3,17-04-24T13:44:00Z
23,nvidia,3,17-04-24T13:45:00Z
25,nvidia,2,17-04-24T13:46:00Z
22,nvidia,1,17-04-24T13:47:00Z
25,nvidia,1,17-04-24T13:48:00Z
24,nvidia,5,17-04-24T13:50:00Z
23,nvidia,6,17-04-24T13:51:00Z
25,nvidia,5,17-04-24T13:52:00Z
23,nvidia,5,17-04-24T13:53:00Z
22,nvidia,5,17-04-24T13:54:00Z
20,nvidia,6,17-04-24T13:55:00Z
22,nvidia,4,17-04-24T13:56:00Z
27,nvidia,5,17-04-24T13:57:00Z
19,nvidia,3,17-04-24T13:58:00Z
21,nvidia,2,17-04-24T13:59:00Z
23,nvidia,2,17-04-24T14:00:00Z
26,nvidia,3,17-04-24T14:01:00Z
27,nvidia,1,17-04-24T14:02:00Z
28,nvidia,5,17-04-24T14:03:00Z
25,nvidia,1,17-04-24T14:04:00Z
24,nvidia,5,17-04-24T14:05:00Z
25,nvidia,2,17-04-24T14:06:00Z
19,nvidia,5,17-04-24T14:07:00Z
22,nvidia,3,17-04-24T14:09:00Z
21,nvidia,1,17-04-24T14:10:00Z
24,nvidia,1,17-04-24T14:11:00Z
24,nvidia,8,17-04-24T14:12:00Z
22,nvidia,3,17-04-24T14:13:00Z
23,nvidia,2,17-04-24T14:14:00Z
22,nvidia,3,17-04-24T14:15:00Z
22,nvidia,2,17-04-24T14:16:00Z
19,nvidia,6,17-04-24T14:17:00Z
22,nvidia,4,17-04-24T14:18:00Z
20,nvidia,3,17-04-24T14:19:00Z
25,nvidia,7,17-04-24T14:20:00Z
22,nvidia,3,17-04-24T14:21:00Z
21,nvidia,2,17-04-24T14:22:00Z
20,nvidia,4,17-04-24T14:23:00Z
23,nvidia,3,17-04-24T14:24:00Z
28,nvidia,6,17-04-24T14:25:00Z
25,nvidia,7,17-04-24T14:26:00Z
23,nvidia,6,17-04-24T14:27:00Z
24,nvidia,5,17-04-24T14:28:00Z
23,nvidia,6,17-04-24T14:29:00Z
23,nvidia,3,17-04-24T14:30:00Z
24,nvidia,1,17-04-24T14:31:00Z
26,nvidia,7,17-04-24T14:32:00Z
24,nvidia,5,17-04-24T14:33:00Z
31,nvidia,18,17-04-24T14:34:00Z
23,nvidia,3,17-04-24T14:35:00Z
24,nvidia,1,17-04-24T14:36:00Z
22,nvidia,5,17-04-24T14:37:00Z
23,nvidia,1,17-04-24T14:39:00Z
24,nvidia,3,17-04-24T14:40:00Z
27,nvidia,6,17-04-24T14:41:00Z
23,nvidia,4,17-04-24T14:42:00Z
24,nvidia,3,17-04-24T14:43:00Z
18,nvidia,1,17-04-24T14:44:00Z
22,nvidia,2,17-04-24T14:45:00Z
23,nvidia,5,17-04-24T14:46:00Z
22,nvidia,5,17-04-24T14:47:00Z
23,nvidia,1,17-04-24T14:48:00Z
26,nvidia,5,17-04-24T14:49:00Z
23,nvidia,3,17-04-24T14:50:00Z
25,nvidia,1,17-04-24T14:51:00Z
